1; 4.509936;4.505912;4.506448;
2; 1.817175;1.817096;1.819183;
3; 1.500763;1.501194;1.500610;
4; 1.107294;1.040918;1.069873;
5; 0.957228;0.900750;0.903494;
6; 0.730612;0.786496;0.777534;
7; 0.692618;0.702447;0.673059;
8; 0.600924;0.596899;0.607234;
9; 0.596058;0.595635;0.597333;
10; 0.566724;0.557884;0.575496;
11; 0.570539;0.568028;0.555371;
12; 0.543299;0.557360;0.537769;
13; 0.549400;0.536038;0.539402;
14; 0.530462;0.533901;0.550211;
15; 0.517355;0.537709;0.521150;
16; 0.524116;0.531488;0.531887;
17; 0.520045;0.532963;0.525473;
18; 0.516950;0.520586;0.510618;
19; 0.524826;0.526133;0.520461;
20; 0.518535;0.515690;0.521348;
21; 0.513312;0.518616;0.523337;
22; 0.511177;0.518026;0.513367;
23; 0.512731;0.518087;0.519370;
24; 0.510632;0.513404;0.541935;
25; 0.514021;0.520293;0.509705;
26; 0.509807;0.515529;0.514414;
27; 0.513324;0.514073;0.509154;
28; 0.510339;0.508259;0.518012;
29; 0.506163;0.515326;0.505016;
30; 0.507531;0.515406;0.514587;
31; 0.506695;0.514863;0.509949;
32; 0.515435;0.520880;0.509277;
33; 0.509158;0.511848;0.511891;
34; 0.514009;0.502492;0.511681;
35; 0.505369;0.509094;0.505517;
36; 0.503790;0.512348;0.511551;
37; 0.503315;0.512509;0.515627;
38; 0.499145;0.508325;0.503321;
39; 0.510893;0.509199;0.518711;
40; 0.505018;0.507234;0.509998;
41; 0.505923;0.502962;0.510264;
42; 0.516412;0.500230;0.507879;
43; 0.511020;0.507295;0.510029;
44; 0.515595;0.511091;0.531400;
45; 0.509660;0.507853;0.505275;
46; 0.511031;0.506358;0.508558;
47; 0.508892;0.510333;0.506707;
48; 0.514236;0.510122;0.509122;
49; 0.512157;0.501419;0.517000;
50; 0.505120;0.509418;0.507690;
51; 0.518498;0.505969;0.506559;
52; 0.511776;0.506174;0.506975;
53; 0.513090;0.503504;0.507145;
54; 0.506116;0.506541;0.505393;
55; 0.510030;0.509412;0.515430;
56; 0.508060;0.510094;0.516665;
57; 0.510238;0.504642;0.505643;
58; 0.503625;0.508179;0.509000;
59; 0.508501;0.507588;0.506634;
60; 0.502070;0.510168;0.501580;
61; 0.504968;0.506313;0.510970;
62; 0.510795;0.504926;0.504966;
63; 0.507533;0.511750;0.509030;
64; 0.508391;0.508618;0.517155;
65; 0.505026;0.508581;0.512578;
66; 0.511049;0.508168;0.511949;
67; 0.504229;0.505317;0.506141;
68; 0.507079;0.507796;0.504417;
69; 0.505757;0.510740;0.507980;
70; 0.504042;0.507070;0.507635;
71; 0.505352;0.513874;0.507566;
72; 0.516073;0.502452;0.509529;
73; 0.508633;0.502191;0.503273;
74; 0.507832;0.505447;0.507969;
75; 0.506307;0.510129;0.503763;
76; 0.507553;0.502396;0.506329;
77; 0.505567;0.503677;0.503871;
78; 0.506053;0.502460;0.519284;
79; 0.508326;0.506347;0.505383;
80; 0.505345;0.508857;0.505120;
81; 0.504576;0.505405;0.507225;
82; 0.501196;0.505136;0.507945;
83; 0.510738;0.503675;0.508444;
84; 0.506370;0.503709;0.503393;
85; 0.503948;0.507586;0.507232;
86; 0.505171;0.514032;0.502003;
87; 0.502572;0.505886;0.508607;
88; 0.503531;0.506596;0.504243;
89; 0.503209;0.501762;0.511052;
90; 0.510191;0.503835;0.505548;
91; 0.509292;0.504615;0.523831;
92; 0.505338;0.503649;0.504999;
93; 0.507156;0.501408;0.507191;
94; 0.505272;0.506778;0.504672;
95; 0.501797;0.510793;0.502401;
96; 0.502973;0.505529;0.506195;
97; 0.503440;0.511227;0.501569;
98; 0.509558;0.507860;0.505690;
99; 0.504787;0.500566;0.512590;
100; 0.500730;0.506371;0.504623;
101; 0.507890;0.505909;0.502799;
102; 0.504404;0.503566;0.506354;
103; 0.506576;0.503549;0.506497;
104; 0.513562;0.503917;0.508377;
105; 0.503910;0.503426;0.504848;
106; 0.501261;0.502283;0.507446;
107; 0.504511;0.503025;0.503985;
108; 0.509155;0.502593;0.505961;
109; 0.503915;0.508135;0.504179;
110; 0.508873;0.502746;0.515250;
111; 0.507978;0.510156;0.501967;
112; 0.501456;0.510756;0.507080;
113; 0.505548;0.510373;0.502408;
114; 0.507952;0.501565;0.506444;
115; 0.503902;0.507259;0.503745;
116; 0.500266;0.506757;0.499648;
117; 0.501565;0.505377;0.509558;
118; 0.506599;0.506537;0.506158;
119; 0.506250;0.508419;0.504950;
120; 0.522253;0.505731;0.500421;
121; 0.511443;0.504701;0.506677;
122; 0.503667;0.509042;0.504996;
123; 0.505412;0.509177;0.502236;
124; 0.507134;0.503903;0.505583;
125; 0.507075;0.503357;0.502081;
126; 0.525749;0.504585;0.520679;
127; 0.510789;0.505361;0.501119;
128; 0.502975;0.511103;0.508181;
129; 0.501363;0.505255;0.502405;
130; 0.506357;0.509139;0.505320;
131; 0.504539;0.504379;0.510639;
132; 0.508105;0.503036;0.507494;
133; 0.503649;0.509880;0.501304;
134; 0.502647;0.504290;0.504744;
135; 0.509876;0.506640;0.514576;
136; 0.507466;0.502968;0.511861;
137; 0.512276;0.505753;0.508382;
138; 0.506085;0.502827;0.503667;
139; 0.502574;0.508346;0.511725;
140; 0.520928;0.513891;0.510310;
141; 0.505080;0.506683;0.505973;
142; 0.511419;0.500277;0.505180;
143; 0.502700;0.510269;0.509354;
144; 0.503731;0.506998;0.507235;
145; 0.505941;0.505064;0.507494;
146; 0.505645;0.506790;0.504119;
147; 0.504890;0.504480;0.506504;
148; 0.504714;0.506808;0.507751;
149; 0.506886;0.505905;0.501099;
150; 0.503111;0.503764;0.513545;
151; 0.508065;0.513306;0.503609;
152; 0.502313;0.502239;0.509134;
153; 0.506942;0.503361;0.503755;
154; 0.506459;0.505790;0.509460;
155; 0.503399;0.506786;0.508325;
156; 0.507690;0.501039;0.510589;
157; 0.506895;0.497854;0.498337;
158; 0.499513;0.512540;0.511579;
159; 0.508676;0.513957;0.501704;
160; 0.507209;0.506562;0.508919;
161; 0.502341;0.501837;0.502860;
162; 0.512179;0.504587;0.511237;
163; 0.510642;0.504976;0.505256;
164; 0.505245;0.505878;0.505142;
165; 0.506385;0.505053;0.504024;
166; 0.509890;0.503922;0.505727;
167; 0.505679;0.504897;0.509779;
168; 0.505746;0.507301;0.503974;
169; 0.504491;0.503487;0.505943;
170; 0.506748;0.504140;0.503813;
171; 0.502781;0.502476;0.505698;
172; 0.507184;0.512783;0.507789;
173; 0.508357;0.513939;0.509359;
174; 0.500111;0.506709;0.507933;
175; 0.504914;0.503363;0.506511;
176; 0.504623;0.508299;0.502592;
177; 0.504825;0.505430;0.505808;
178; 0.504085;0.511885;0.505100;
179; 0.503607;0.507127;0.506031;
180; 0.503684;0.511438;0.515460;
181; 0.514264;0.512893;0.502109;
182; 0.503776;0.506848;0.542915;
183; 0.533133;0.509651;0.504120;
184; 0.506125;0.505980;0.509801;
185; 0.513470;0.517154;0.507451;
186; 0.506649;0.502709;0.508717;
187; 0.509401;0.507902;0.505964;
188; 0.503575;0.503562;0.505622;
189; 0.503034;0.515727;0.505280;
190; 0.510053;0.511136;0.505349;
191; 0.506699;0.504989;0.506744;
192; 0.504265;0.504290;0.506084;
193; 0.506437;0.502920;0.501966;
194; 0.502978;0.506027;0.505108;
195; 0.504708;0.504702;0.507988;
196; 0.503664;0.508929;0.507318;
197; 0.502181;0.505895;0.504534;
198; 0.505206;0.506028;0.504708;
199; 0.506062;0.505318;0.506173;
200; 0.509264;0.503807;0.506370;
201; 0.501702;0.502038;0.505220;
202; 0.501101;0.501412;0.502273;
203; 0.506010;0.501651;0.505686;
204; 0.504965;0.505313;0.501188;
205; 0.506267;0.504328;0.508785;
206; 0.506822;0.504878;0.507392;
207; 0.505651;0.502132;0.504267;
208; 0.510474;0.502925;0.504658;
209; 0.502544;0.504154;0.507817;
210; 0.504720;0.502646;0.503427;
211; 0.503443;0.505601;0.505281;
212; 0.504553;0.507289;0.509125;
213; 0.509919;0.499768;0.508817;
214; 0.502541;0.505385;0.507196;
215; 0.504586;0.505695;0.502541;
216; 0.509334;0.503244;0.501448;
217; 0.506645;0.501270;0.504546;
218; 0.505429;0.501509;0.511273;
219; 0.514697;0.501720;0.506524;
220; 0.511944;0.506605;0.506576;
221; 0.503323;0.503411;0.507095;
222; 0.506556;0.510846;0.506226;
223; 0.503847;0.506188;0.504008;
224; 0.506607;0.499785;0.509251;
225; 0.504760;0.503561;0.505310;
226; 0.503181;0.504929;0.506463;
227; 0.505546;0.500294;0.508442;
228; 0.504308;0.501897;0.503657;
229; 0.505747;0.511985;0.503606;
230; 0.509699;0.508518;0.505968;
231; 0.505076;0.507069;0.504049;
232; 0.505323;0.502360;0.503554;
233; 0.505076;0.503099;0.504611;
234; 0.503128;0.508321;0.503394;
235; 0.507537;0.506893;0.506106;
236; 0.504825;0.506745;0.506213;
237; 0.503221;0.503945;0.507763;
238; 0.505489;0.502477;0.510112;
239; 0.501689;0.503605;0.503886;
240; 0.503655;0.504051;0.508257;
241; 0.502045;0.504077;0.512111;
242; 0.503822;0.507860;0.507278;
243; 0.512328;0.505148;0.504457;
244; 0.504370;0.504466;0.506811;
245; 0.507300;0.502398;0.509312;
246; 0.504261;0.505400;0.502239;
247; 0.503966;0.505379;0.502478;
248; 0.508177;0.503768;0.506036;
249; 0.509893;0.499587;0.505686;
250; 0.502879;0.503767;0.505043;
251; 0.516108;0.502858;0.503066;
252; 0.505401;0.504689;0.507010;
253; 0.504695;0.505124;0.499120;
254; 0.507522;0.502805;0.512043;
255; 0.503818;0.503444;0.502137;
256; 0.502199;0.505408;0.504402;
257; 0.507089;0.508869;0.504844;
258; 0.506596;0.504266;0.504662;
259; 0.504664;0.508388;0.504857;
260; 0.503955;0.505859;0.504242;
261; 0.500963;0.503372;0.512024;
262; 0.511590;0.505185;0.504262;
263; 0.501919;0.501818;0.505791;
264; 0.510593;0.502956;0.505375;
265; 0.504425;0.503828;0.502515;
266; 0.504646;0.503113;0.505384;
267; 0.505059;0.507562;0.503759;
268; 0.506941;0.506137;0.507549;
269; 0.513691;0.502725;0.504512;
270; 0.510169;0.506679;0.503996;
271; 0.505826;0.501943;0.506766;
272; 0.507028;0.501420;0.503939;
273; 0.502012;0.502925;0.507137;
274; 0.503568;0.509817;0.521524;
275; 0.515548;0.503310;0.505859;
276; 0.502082;0.509092;0.507077;
277; 0.503865;0.504464;0.504167;
278; 0.505742;0.507986;0.504255;
279; 0.505408;0.508026;0.502970;
280; 0.502161;0.505305;0.504086;
281; 0.529016;0.534440;0.510446;
282; 0.506496;0.507012;0.501950;
283; 0.503761;0.503597;0.511154;
284; 0.507910;0.506975;0.504978;
285; 0.504184;0.500462;0.504449;
286; 0.503556;0.502076;0.507216;
287; 0.502478;0.502414;0.500772;
288; 0.506645;0.500576;0.506770;
289; 0.498916;0.505455;0.502389;
290; 0.506314;0.506636;0.504141;
291; 0.505647;0.506927;0.504051;
292; 0.506694;0.506375;0.505154;
293; 0.503185;0.500503;0.502996;
294; 0.511806;0.505009;0.508293;
295; 0.506471;0.508846;0.501740;
296; 0.505031;0.501712;0.507184;
297; 0.504774;0.508411;0.501974;
298; 0.522997;0.504349;0.515555;
299; 0.510297;0.515086;0.507521;
300; 0.509418;0.506204;0.503018;
301; 0.507664;0.510914;0.504320;
302; 0.500486;0.504498;0.501485;
303; 0.506150;0.505433;0.499456;
304; 0.506906;0.502409;0.506458;
305; 0.504930;0.510498;0.504347;
306; 0.502951;0.503484;0.503912;
307; 0.503114;0.507196;0.507280;
308; 0.513431;0.508545;0.511891;
309; 0.504702;0.506397;0.505737;
310; 0.501916;0.504629;0.505092;
311; 0.503905;0.504006;0.505207;
312; 0.501632;0.503624;0.502593;
313; 0.507988;0.506216;0.508575;
314; 0.508454;0.512167;0.506865;
315; 0.504502;0.508892;0.505122;
316; 0.504571;0.503434;0.504765;
317; 0.504209;0.502333;0.505009;
318; 0.504605;0.503542;0.505978;
319; 0.502671;0.504326;0.504000;
320; 0.502959;0.503644;0.510630;
321; 0.506458;0.502584;0.507244;
322; 0.503452;0.510655;0.507388;
323; 0.499659;0.507337;0.504994;
324; 0.502674;0.503208;0.503884;
325; 0.506665;0.505506;0.504663;
326; 0.504258;0.521801;0.500864;
327; 0.501571;0.502333;0.503196;
328; 0.504229;0.501271;0.507632;
329; 0.503317;0.503958;0.507357;
330; 0.505173;0.506713;0.504082;
331; 0.505859;0.505253;0.506724;
332; 0.504162;0.523302;0.505974;
333; 0.511648;0.505728;0.502341;
334; 0.504603;0.504352;0.504328;
335; 0.502855;0.502340;0.503501;
336; 0.505557;0.511905;0.503712;
337; 0.517828;0.501917;0.505167;
338; 0.505852;0.503082;0.503775;
339; 0.504774;0.502224;0.503597;
340; 0.504882;0.506193;0.511281;
341; 0.505940;0.503076;0.504361;
342; 0.504211;0.506928;0.506399;
343; 0.505891;0.503506;0.503270;
344; 0.502579;0.508789;0.503958;
345; 0.503329;0.503124;0.503013;
346; 0.503297;0.510388;0.510211;
347; 0.503628;0.504297;0.508925;
348; 0.512662;0.504701;0.519051;
349; 0.502436;0.506380;0.506493;
350; 0.506558;0.504348;0.504821;
351; 0.503869;0.508599;0.505238;
352; 0.506428;0.504415;0.510590;
353; 0.507013;0.495318;0.499744;
354; 0.505546;0.508916;0.509359;
355; 0.506466;0.525819;0.505758;
356; 0.508325;0.507963;0.511625;
357; 0.503195;0.506456;0.502892;
358; 0.517675;0.502277;0.504861;
359; 0.504709;0.505147;0.504938;
360; 0.505869;0.502208;0.506421;
361; 0.503471;0.504549;0.508178;
362; 0.511080;0.506430;0.509237;
363; 0.504707;0.507158;0.504841;
364; 0.504768;0.505114;0.503281;
365; 0.507244;0.504399;0.505914;
366; 0.508907;0.505453;0.509703;
367; 0.503498;0.506234;0.510326;
368; 0.506196;0.505981;0.515426;
369; 0.505542;0.502997;0.506628;
370; 0.506349;0.506044;0.514740;
371; 0.507796;0.506799;0.509687;
372; 0.507626;0.512055;0.525137;
373; 0.513088;0.506537;0.509829;
374; 0.508556;0.508960;0.505871;
375; 0.509993;0.507595;0.505880;
376; 0.506352;0.502322;0.503618;
377; 0.507008;0.513325;0.506295;
378; 0.505385;0.504385;0.525478;
379; 0.506492;0.504743;0.506363;
380; 0.511638;0.505197;0.506573;
381; 0.503712;0.508028;0.504071;
382; 0.505261;0.503269;0.504400;
383; 0.504919;0.508176;0.506382;
384; 0.502277;0.504417;0.504516;
385; 0.503264;0.506544;0.502949;
386; 0.506396;0.504379;0.509532;
387; 0.507657;0.504379;0.506881;
388; 0.511132;0.509748;0.505159;
389; 0.504440;0.504656;0.505850;
390; 0.507241;0.504839;0.507401;
391; 0.501476;0.510214;0.503651;
392; 0.507845;0.512873;0.507510;
393; 0.503511;0.501985;0.504855;
394; 0.504905;0.501698;0.505466;
395; 0.504367;0.502857;0.504700;
396; 0.506928;0.505152;0.504309;
397; 0.502150;0.502044;0.503324;
398; 0.505785;0.503374;0.506135;
399; 0.503481;0.505900;0.505100;
400; 0.504197;0.503785;0.504148;
401; 0.505107;0.504530;0.506653;
402; 0.506028;0.504669;0.504436;
403; 0.503620;0.504922;0.506788;
404; 0.502132;0.501216;0.506076;
405; 0.504121;0.501539;0.509755;
406; 0.502305;0.503521;0.505741;
407; 0.507425;0.505831;0.505186;
408; 0.501903;0.504059;0.507252;
409; 0.507218;0.506801;0.506172;
410; 0.505627;0.504693;0.503093;
411; 0.505265;0.516350;0.502958;
412; 0.504155;0.504101;0.502743;
413; 0.505550;0.503224;0.505520;
414; 0.503400;0.501164;0.504905;
415; 0.509617;0.503667;0.504427;
416; 0.510886;0.506359;0.506430;
417; 0.504355;0.504000;0.505134;
418; 0.506048;0.504906;0.506587;
